Driver ID,Time Interval,Longitude,Latitude,Route,Weight,Driver Name,Vehicle Number,Risk Rating,Continuous Driving Hours (HH_MM),Overspeeding,Lane Violations,Harsh Accelaration,Harsh Braking,Harsh Cornering,Distractions ,Yawning
1,33,69.87221,22.32524,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,8,00_33,1,0,0,0,0,1,0
1,34,69.87221,22.32474,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,9,00_34,0,0,0,0,0,1,0
1,35,69.87221,22.32446,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,0,00_35,0,0,1,0,0,1,0
1,36,69.87221,22.3241,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,3,00_36,0,0,1,0,0,1,0
1,37,69.87337,22.32409,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,7,00_37,1,0,0,0,0,1,0
1,38,69.87823,22.32408,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,3,00_38,1,0,0,0,0,1,0
1,39,69.87882,22.32407,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,6,00_39,8,7,7,5,5,6,6
1,40,69.87892,22.32405,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,9,00_40,9,12,12,10,8,13,13
1,41,69.87896,22.32399,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,3,00_41,2,1,3,1,2,2,3
1,42,69.87896,22.32398,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,0,00_42,0,0,0,0,0,0,0
1,43,69.87899,22.3239,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,3,00_43,1,1,2,1,2,3,3
1,44,69.87899,22.32362,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,1,00_44,1,0,1,0,0,0,1
1,45,69.87897,22.3211,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,0,00_45,0,0,0,0,0,0,0
1,46,69.87897,22.32002,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,00_46,1,2,2,3,3,2,3
1,47,69.87947,22.32,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,1,00_47,0,1,0,0,1,0,1
1,48,69.8811,22.31998,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,8,00_48,7,5,8,5,6,6,9
1,49,69.8814,22.31997,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,6,00_49,7,6,6,3,7,6,4
1,50,69.88147,22.31997,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,5,00_50,4,2,4,5,4,3,3
1,51,69.88151,22.31994,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,00_51,2,4,2,2,3,3,3
1,52,69.88153,22.3199,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,9,00_52,7,11,7,8,8,9,14
1,53,69.88154,22.31985,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,5,00_53,6,4,2,4,4,3,2
1,54,69.88154,22.3198,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,1,00_54,1,0,0,0,1,0,1
1,55,69.88153,22.31893,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,00_55,3,3,2,3,2,3,4
1,56,69.88153,22.31873,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,5,00_56,6,2,2,5,5,5,1
1,57,69.88155,22.31867,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,7,00_57,7,7,5,4,3,5,4
1,58,69.88158,22.31864,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,5,00_58,5,3,2,5,4,3,1
1,59,69.88162,22.31863,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,3,00_59,0,2,3,2,0,1,3
1,60,69.88169,22.31862,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,2,01_00,0,2,1,1,0,1,0
1,61,69.88293,22.31863,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,7,01_01,6,8,7,4,2,4,3
1,62,69.88302,22.3186,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,8,01_02,10,6,6,8,5,7,8
1,63,69.88306,22.31858,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,2,01_03,1,2,1,0,1,1,0
1,64,69.88308,22.31854,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,6,01_04,8,6,6,3,5,7,4
1,65,69.88309,22.31849,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,01_05,3,2,2,2,2,3,2
1,66,69.88309,22.31793,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,6,01_06,8,4,6,5,7,7,6
1,67,69.8831,22.31763,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,01_07,2,2,3,2,3,1,2
1,68,69.88308,22.31759,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,6,01_08,8,6,7,4,6,7,5
1,69,69.88303,22.31757,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,01_09,3,2,3,3,3,3,2
1,70,69.88305,22.31757,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,0,01_10,0,0,0,0,0,0,0
1,71,69.88382,22.31756,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,5,01_11,6,4,3,5,2,6,1
1,72,69.88414,22.31786,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,6,01_12,8,7,5,5,5,6,5
1,73,69.88415,22.31886,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,5,01_13,6,4,3,4,2,4,1
1,74,69.88416,22.31934,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,2,01_14,1,2,0,1,0,1,1
1,75,69.88485,22.31933,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,8,01_15,10,7,8,9,5,8,8
1,76,69.88526,22.31933,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,8,01_16,6,4,9,10,9,9,8
1,77,69.8853,22.31933,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,01_17,3,2,1,3,2,3,3
1,78,69.88533,22.31934,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,01_18,2,3,1,4,2,2,3
1,79,69.88535,22.31935,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,3,01_19,0,3,2,3,1,1,3
1,80,69.88536,22.31936,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,9,01_20,8,10,5,8,8,11,14
1,81,69.88537,22.31938,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,01_21,1,3,2,4,3,2,3
1,82,69.88538,22.31939,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,5,01_22,6,2,4,3,4,5,1
1,83,69.88538,22.31942,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,6,01_23,8,6,5,7,5,6,4
1,84,69.88537,22.31944,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,5,01_24,3,2,2,4,2,3,2
1,85,69.88536,22.31947,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,1,01_25,0,0,0,0,0,0,1
1,86,69.88534,22.31951,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,01_26,3,3,3,2,2,3,2
1,87,69.88437,22.32123,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,01_27,3,3,3,2,2,2,4
1,88,69.88335,22.32294,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,01_28,2,3,1,4,4,2,3
1,89,69.88257,22.32413,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,7,01_29,6,8,6,8,3,5,3
1,90,69.88225,22.32462,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,9,01_30,12,8,5,11,11,12,12
1,91,69.88208,22.32489,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,2,01_31,0,2,1,0,1,0,0
1,92,69.87988,22.32839,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,1,01_32,1,0,1,1,0,1,1
1,93,69.87983,22.32846,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,9,01_33,9,8,7,12,8,13,12
1,94,69.87929,22.32932,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,1,01_34,0,1,1,0,1,1,0
1,95,69.87868,22.33029,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,1,01_35,0,1,0,0,0,0,0
1,96,69.87867,22.33031,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,3,01_36,0,3,1,3,2,2,3
1,97,69.87805,22.3313,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,01_37,2,3,2,1,3,4,3
1,98,69.87804,22.33132,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,01_38,3,1,3,3,3,3,2
1,99,69.87749,22.33226,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,3,01_39,0,1,1,3,1,1,3
1,100,69.87747,22.33229,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,01_40,1,3,3,4,4,3,3
1,101,69.87739,22.33243,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,2,01_41,0,1,0,0,2,1,2
1,102,69.87732,22.33254,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,01_42,3,1,2,2,3,2,4
1,103,69.87662,22.3335,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,01_43,3,2,3,4,2,2,2
1,104,69.87643,22.3337,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,01_44,3,3,3,1,3,4,2
1,105,69.87642,22.33371,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,9,01_45,7,12,11,7,10,12,12
1,106,69.87594,22.33435,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,9,01_46,10,10,12,11,10,13,9
1,107,69.87575,22.3347,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,6,01_47,8,7,7,7,7,6,5
1,108,69.87505,22.33593,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,7,01_48,7,6,6,6,2,5,2
1,109,69.87459,22.33676,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,3,01_49,0,2,1,2,2,1,2
1,110,69.8744,22.33708,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,9,01_50,7,12,12,7,12,12,12
1,111,69.87421,22.3374,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,6,01_51,8,4,6,7,6,7,6
1,112,69.87354,22.33848,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,6,01_52,6,7,6,3,5,7,5
1,113,69.87279,22.33969,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,2,01_53,1,0,1,0,1,0,1
1,114,69.87276,22.33973,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,5,01_54,5,3,3,2,1,6,3
1,115,69.8725,22.34014,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,01_55,3,2,3,4,3,3,4
1,116,69.87234,22.3405,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,01_56,3,2,1,4,4,1,2
1,117,69.87231,22.34059,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,1,01_57,1,0,1,0,1,0,0
1,118,69.8723,22.34065,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,8,01_58,10,7,8,7,5,8,9
1,119,69.8723,22.34071,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,0,01_59,0,0,0,0,0,0,0
1,120,69.87231,22.34161,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,5,02_00,3,3,2,3,1,5,2
1,121,69.87231,22.34218,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,7,02_01,7,6,4,7,2,4,2
1,122,69.87232,22.34233,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,02_02,3,2,3,2,2,2,2
1,123,69.87233,22.34249,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,8,02_03,10,6,7,9,9,9,8
1,124,69.8724,22.34301,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,9,02_04,7,11,6,12,8,13,9
1,125,69.87241,22.34323,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,9,02_05,7,12,6,12,11,8,10
1,126,69.87241,22.34336,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,8,02_06,10,4,9,7,8,7,8
1,127,69.8724,22.3434,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,9,02_07,10,10,6,6,7,11,11
1,128,69.87238,22.34376,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,9,02_08,8,8,9,9,7,13,12
1,129,69.87234,22.34391,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,0,02_09,0,0,0,0,0,0,0
1,130,69.87234,22.34406,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,6,02_10,8,5,6,5,7,7,4
1,131,69.87238,22.34416,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,3,02_11,1,2,0,3,2,3,3
1,132,69.87232,22.34446,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,7,02_12,7,6,5,8,4,7,2
1,133,69.87229,22.34472,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,9,02_13,8,9,10,11,7,8,12
1,134,69.87232,22.34614,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,8,02_14,8,6,9,6,7,7,8
1,135,69.87232,22.34708,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,9,02_15,7,9,7,11,11,11,12
1,136,69.87232,22.34717,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,9,02_16,10,11,5,6,8,13,14
1,137,69.87232,22.34737,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,8,02_17,10,6,6,9,5,7,9
1,138,69.87232,22.34771,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,3,02_18,2,3,2,1,0,3,3
1,139,69.87233,22.34951,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,9,02_19,9,12,6,7,7,9,14
1,140,69.87233,22.35023,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,02_20,1,2,2,2,3,1,2
1,141,69.87231,22.35161,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,2,02_21,1,1,1,1,1,1,1
1,142,69.87235,22.35275,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,8,02_22,6,5,6,5,11,9,9
1,143,69.87239,22.3539,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,0,02_23,0,0,0,0,0,0,0
1,144,69.87239,22.35432,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,5,02_24,5,2,4,2,4,3,4
1,145,69.87239,22.3544,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,0,02_25,0,0,0,0,0,0,0
1,146,69.87236,22.35476,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,0,02_26,0,0,0,0,0,0,0
1,147,69.87234,22.35485,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,2,02_27,1,1,0,1,0,0,1
1,148,69.87231,22.35502,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,2,02_28,0,0,0,0,0,1,1
1,149,69.8723,22.35506,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,5,02_29,5,4,4,3,2,5,2
1,150,69.87222,22.35546,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,5,02_30,5,2,3,2,5,6,3
1,151,69.87217,22.35563,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,9,02_31,11,10,10,11,8,13,11
1,152,69.87182,22.35695,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,9,02_32,7,12,6,6,10,8,13
1,153,69.87048,22.36147,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,02_33,3,3,3,2,2,2,2
1,154,69.87039,22.36177,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,6,02_34,7,5,6,7,5,7,4
1,155,69.87007,22.36286,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,7,02_35,7,6,4,8,2,5,4
1,156,69.86975,22.36398,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,02_36,3,3,1,4,3,1,3
1,157,69.86928,22.36563,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,9,02_37,11,9,11,6,11,12,10
1,158,69.8688,22.36725,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,8,02_38,9,4,7,5,8,7,8
1,159,69.86837,22.36882,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,1,02_39,1,1,0,1,0,0,1
1,160,69.86802,22.36997,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,2,02_40,1,0,0,0,1,1,0
1,161,69.86777,22.37087,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,0,02_41,0,0,0,0,0,0,0
1,162,69.86755,22.37151,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,1,02_42,1,0,1,0,0,1,0
1,163,69.86729,22.37215,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,5,02_43,3,3,4,4,4,3,2
1,164,69.86721,22.37239,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,6,02_44,6,6,7,3,5,6,5
1,165,69.86678,22.37357,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,02_45,3,3,1,4,4,2,3
1,166,69.86594,22.37571,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,5,02_46,4,3,4,5,5,4,3
1,167,69.86572,22.37629,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,6,02_47,7,4,6,6,5,7,5
1,168,69.86556,22.37669,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,3,02_48,0,1,1,2,1,2,2
1,169,69.86514,22.37777,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,6,02_49,8,7,5,4,7,6,4
1,170,69.86493,22.37833,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,0,02_50,0,0,0,0,0,0,0
1,171,69.86466,22.37895,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,02_51,2,1,2,1,3,2,3
1,172,69.86463,22.37904,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,8,02_52,10,5,7,7,8,9,8
1,173,69.86459,22.37914,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,3,02_53,2,3,3,1,1,3,3
1,174,69.86444,22.37958,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,2,02_54,1,1,1,1,2,1,0
1,175,69.86437,22.37973,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,5,02_55,3,2,2,4,4,4,4
1,176,69.86434,22.3798,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,2,02_56,1,0,0,0,0,1,2
1,177,69.86414,22.38035,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,5,02_57,4,3,2,3,2,3,2
1,178,69.86392,22.38088,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,7,02_58,7,8,4,4,5,5,5
1,179,69.86363,22.38159,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,1,02_59,1,1,0,1,1,0,1
1,180,69.86334,22.38232,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,1,03_00,1,0,1,0,0,1,0
1,181,69.8633,22.38243,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,6,03_01,6,7,6,5,5,7,6
1,182,69.8631,22.38298,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,0,03_02,0,0,0,0,0,0,0
1,183,69.86278,22.38379,Jamnagar to Naghedi,3,Chandan Chaudhary,GJ-10-TR-9245,8,03_03,8,4,7,6,8,9,8
1,184,69.86261,22.3842,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,6,03_04,6,5,7,7,5,6,6
1,185,69.86244,22.38463,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,6,03_05,7,6,7,6,6,7,6
1,186,69.86234,22.3849,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,1,03_06,0,1,1,0,0,0,1
1,187,69.8622,22.38522,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,03_07,3,4,1,2,2,3,2
1,188,69.86215,22.3853,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,5,03_08,4,4,4,2,1,4,4
1,189,69.86206,22.38542,Jamnagar to Naghedi,2,Chandan Chaudhary,GJ-10-TR-9245,6,03_09,7,7,7,3,6,6,5
1,190,69.86215,22.38551,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,4,03_10,3,3,2,2,2,2,3
1,191,69.86228,22.38564,Jamnagar to Naghedi,1,Chandan Chaudhary,GJ-10-TR-9245,0,03_11,0,0,0,0,0,0,0
